run,modulation_factor_curve,error_curve,chi2_curve,modulation_factor_stokes,error_stokes,polarization_angle,polarization_angle_err,NPIP,w_facto,threshold,remove_noise_value
3540,0.336,0.043,1.100,0.328,0.157,3.104,13.284,200,3,5,25
3541,0.353,0.045,1.347,0.340,0.162,2.939,13.202,200,3,5,15
3542,0.344,0.044,1.329,0.333,0.165,2.938,13.792,200,3,1,30
3543,0.363,0.046,0.941,0.352,0.139,3.391,10.816,200,3,1,5
3544,0.364,0.046,1.146,0.355,0.140,3.361,10.813,200,3,1,0
3545,0.343,0.044,1.110,0.337,0.144,3.328,11.746,200,3,1,20
3546,0.358,0.046,1.136,0.353,0.145,3.261,11.271,200,3,1,10
3547,0.346,0.044,1.166,0.333,0.150,3.216,12.473,200,3,1,25
3548,0.351,0.045,1.078,0.349,0.144,3.294,11.367,200,3,1,15
3549,0.337,0.044,1.046,0.325,0.153,3.278,13.108,200,3,7,30
355,0.297,0.039,1.113,0.287,0.149,3.330,14.485,600,4,8,25
3550,0.348,0.044,1.113,0.345,0.147,3.239,11.702,200,3,7,5
3551,0.348,0.044,1.113,0.345,0.147,3.239,11.702,200,3,7,0
3552,0.340,0.044,1.330,0.333,0.198,2.417,16.726,200,3,7,20
3553,0.340,0.044,1.073,0.338,0.145,3.290,11.837,200,3,7,10
3554,0.338,0.044,1.042,0.327,0.153,3.242,12.939,200,3,7,25
3555,0.354,0.045,1.172,0.340,0.150,3.210,12.216,200,3,7,15
3556,0.325,0.043,1.119,0.322,0.164,3.128,14.204,200,3,9,30
3557,0.352,0.045,1.058,0.344,0.146,3.299,11.678,200,3,9,5
3558,0.352,0.045,1.058,0.344,0.146,3.299,11.678,200,3,9,0
3559,0.346,0.045,1.036,0.333,0.155,3.213,12.858,200,3,9,20
356,0.302,0.040,1.162,0.295,0.140,3.469,13.154,600,4,8,15
3560,0.350,0.045,1.067,0.343,0.145,3.345,11.622,200,3,9,10
3561,0.331,0.043,1.224,0.320,0.146,3.478,12.636,200,3,9,25
3562,0.352,0.045,1.195,0.339,0.162,3.015,13.258,200,3,9,15
3563,0.338,0.044,1.135,0.331,0.172,2.834,14.450,200,3,2,30
3564,0.363,0.046,1.144,0.355,0.147,3.191,11.427,200,3,2,5
3565,0.372,0.047,1.337,0.353,0.144,3.280,11.174,200,3,2,0
3566,0.341,0.044,1.049,0.336,0.152,3.144,12.494,200,3,2,20
3567,0.349,0.045,1.000,0.348,0.144,3.282,11.384,200,3,2,10
3568,0.340,0.044,1.038,0.333,0.147,3.290,12.211,200,3,2,25
3569,0.357,0.046,1.039,0.346,0.150,3.168,11.926,200,3,2,15
357,0.297,0.039,1.112,0.293,0.135,3.713,12.751,600,4,6,30
3570,0.274,0.037,1.113,0.273,85.839,0.006,8996.716,200,2,8,30
3571,0.294,0.039,1.151,0.286,0.239,1.929,23.686,200,2,8,5
3572,0.294,0.039,1.151,0.286,0.239,1.929,23.686,200,2,8,0
3573,0.294,0.039,1.011,0.282,0.230,2.077,23.120,200,2,8,20
3574,0.290,0.038,0.972,0.282,0.220,2.115,22.091,200,2,8,10
3575,0.286,0.038,1.082,0.277,0.284,1.702,29.227,200,2,8,25
3576,0.289,0.038,1.349,0.283,0.165,2.891,16.408,200,2,8,15
3577,0.281,0.038,1.112,0.276,0.176,2.795,17.921,200,2,6,30
3578,0.303,0.039,1.137,0.299,0.241,1.899,22.828,200,2,6,5
3579,0.303,0.039,1.137,0.299,0.241,1.899,22.828,200,2,6,0
358,0.313,0.041,0.974,0.308,0.134,3.516,12.045,600,4,6,5
3580,0.290,0.038,1.009,0.285,0.253,1.853,25.279,200,2,6,20
3581,0.308,0.040,1.077,0.298,0.233,1.977,22.118,200,2,6,10
3582,0.286,0.038,1.442,0.272,0.176,2.739,18.221,200,2,6,25
3583,0.296,0.039,1.190,0.291,0.161,2.931,15.497,200,2,6,15
3584,0.289,0.039,1.122,0.274,0.173,2.987,17.760,200,2,10,30
3585,0.286,0.038,1.075,0.283,0.167,2.854,16.591,200,2,10,5
3586,0.286,0.038,1.075,0.283,0.167,2.854,16.591,200,2,10,0
3587,0.288,0.038,1.085,0.276,0.324,1.509,33.394,200,2,10,20
3588,0.286,0.038,1.075,0.283,0.167,2.854,16.591,200,2,10,10
3589,0.275,0.037,0.961,0.266,0.361,1.375,38.732,200,2,10,25
359,0.313,0.041,0.974,0.308,0.134,3.516,12.045,600,4,6,0
3590,0.283,0.038,1.332,0.276,0.264,1.822,27.203,200,2,10,15
3591,0.289,0.038,1.103,0.281,0.230,2.087,23.220,200,2,4,30
3592,0.306,0.040,1.078,0.302,0.193,2.383,17.957,200,2,4,5
3593,0.312,0.040,1.118,0.306,0.185,2.484,17.011,200,2,4,0
3594,0.293,0.039,1.219,0.288,0.236,1.980,23.229,200,2,4,20
3595,0.304,0.040,1.030,0.300,0.194,2.376,18.235,200,2,4,10
3596,0.285,0.038,1.209,0.273,0.218,2.172,22.634,200,2,4,25
3597,0.295,0.039,1.175,0.290,0.260,1.777,25.395,200,2,4,15
3598,0.287,0.038,1.121,0.278,0.273,1.746,27.955,200,2,3,30
3599,0.307,0.040,1.120,0.307,0.184,2.502,16.827,200,2,3,5
36,0.296,0.039,0.980,0.299,0.120,3.965,10.990,600,3,5,5
360,0.307,0.040,1.165,0.299,0.146,3.307,13.547,600,4,6,20
3600,0.308,0.040,1.230,0.309,0.185,2.484,16.821,200,2,3,0
3601,0.302,0.040,1.139,0.294,0.194,2.415,18.623,200,2,3,20
3602,0.303,0.039,1.179,0.301,0.184,2.504,17.210,200,2,3,10
3603,0.285,0.038,1.171,0.278,0.219,2.162,22.265,200,2,3,25
3604,0.299,0.039,1.372,0.293,0.236,1.956,22.775,200,2,3,15
3605,0.287,0.038,1.090,0.282,0.214,2.265,21.450,200,2,5,30
3606,0.305,0.040,1.055,0.302,0.227,2.014,21.232,200,2,5,5
3607,0.305,0.040,1.055,0.302,0.227,2.014,21.232,200,2,5,0
3608,0.285,0.038,1.134,0.284,0.223,2.102,22.249,200,2,5,20
3609,0.302,0.039,0.948,0.301,0.216,2.134,20.287,200,2,5,10
361,0.319,0.041,1.082,0.308,0.128,3.731,11.434,600,4,6,10
3610,0.274,0.037,1.111,0.269,0.151,3.201,15.727,200,2,5,25
3611,0.304,0.040,1.352,0.293,0.240,1.934,23.201,200,2,5,15
3612,0.280,0.037,1.160,0.274,0.199,2.402,20.464,200,2,1,30
3613,0.310,0.040,0.942,0.314,0.163,2.842,14.446,200,2,1,5
3614,0.319,0.041,1.138,0.313,0.166,2.768,14.865,200,2,1,0
3615,0.283,0.037,1.026,0.281,0.210,2.211,21.144,200,2,1,20
3616,0.298,0.039,0.996,0.300,0.187,2.451,17.556,200,2,1,10
3617,0.286,0.038,1.187,0.279,0.180,2.623,18.209,200,2,1,25
3618,0.298,0.039,1.288,0.295,0.187,2.475,17.812,200,2,1,15
3619,0.286,0.038,1.153,0.278,0.257,1.898,26.273,200,2,7,30
362,0.296,0.039,1.151,0.290,0.122,4.062,11.592,600,4,6,25
3620,0.293,0.038,1.255,0.294,0.212,2.173,20.378,200,2,7,5
3621,0.293,0.038,1.255,0.294,0.212,2.173,20.378,200,2,7,0
3622,0.290,0.038,1.103,0.281,0.229,2.071,23.065,200,2,7,20
3623,0.298,0.039,1.223,0.293,0.186,2.508,17.886,200,2,7,10
3624,0.283,0.038,1.081,0.277,0.186,2.603,18.961,200,2,7,25
3625,0.293,0.039,1.156,0.287,0.168,2.827,16.376,200,2,7,15
3626,0.272,0.037,1.140,0.266,0.387,1.286,41.589,200,2,9,30
3627,0.285,0.038,0.976,0.282,0.162,2.913,16.092,200,2,9,5
3628,0.285,0.038,0.976,0.282,0.162,2.913,16.092,200,2,9,0
3629,0.279,0.037,1.285,0.275,0.363,1.323,37.589,200,2,9,20
363,0.312,0.041,1.089,0.303,0.127,3.793,11.574,600,4,6,15
3630,0.286,0.038,0.960,0.281,0.155,3.073,15.437,200,2,9,10
3631,0.274,0.037,1.288,0.268,0.285,1.718,30.280,200,2,9,25
3632,0.293,0.039,1.214,0.280,0.226,2.115,22.812,200,2,9,15
3633,0.281,0.037,1.246,0.280,0.226,2.109,22.927,200,2,2,30
3634,0.307,0.040,1.083,0.307,0.185,2.481,16.903,200,2,2,5
3635,0.308,0.040,1.145,0.308,0.197,2.315,18.036,200,2,2,0
3636,0.290,0.038,1.206,0.287,0.193,2.419,19.008,200,2,2,20
3637,0.305,0.040,1.004,0.299,0.193,2.387,18.121,200,2,2,10
3638,0.283,0.038,1.167,0.278,0.158,3.029,15.886,200,2,2,25
3639,0.299,0.039,1.107,0.293,0.209,2.213,20.072,200,2,2,15
364,0.292,0.039,1.013,0.291,0.172,3.007,16.583,600,4,10,30
3640,0.329,0.043,1.155,0.323,0.192,2.608,16.706,200,5,8,30
3641,0.345,0.044,0.891,0.343,0.133,3.632,10.585,200,5,8,5
3642,0.345,0.044,0.891,0.343,0.133,3.632,10.585,200,5,8,0
3643,0.335,0.043,1.159,0.332,0.161,3.049,13.441,200,5,8,20
3644,0.349,0.045,1.107,0.342,0.134,3.618,10.708,200,5,8,10
3645,0.328,0.043,1.115,0.319,0.166,2.983,14.539,200,5,8,25
3646,0.342,0.044,1.179,0.336,0.152,3.198,12.500,200,5,8,15
3647,0.331,0.043,1.195,0.323,0.146,3.421,12.528,200,5,6,30
3648,0.357,0.045,1.155,0.350,0.139,3.434,10.853,200,5,6,5
3649,0.357,0.045,1.155,0.350,0.139,3.434,10.853,200,5,6,0
365,0.306,0.040,1.126,0.301,0.127,3.845,11.642,600,4,10,5
3650,0.339,0.044,1.297,0.337,0.165,2.910,13.631,200,5,6,20
3651,0.357,0.046,0.988,0.348,0.129,3.762,10.046,200,5,6,10
3652,0.332,0.043,1.299,0.325,0.139,3.570,11.730,200,5,6,25
3653,0.347,0.044,0.970,0.341,0.144,3.344,11.618,200,5,6,15
3654,0.328,0.043,1.060,0.316,0.199,2.589,17.710,200,5,10,30
3655,0.341,0.044,0.960,0.336,0.135,3.645,10.979,200,5,10,5
3656,0.341,0.044,0.960,0.336,0.135,3.645,10.979,200,5,10,0
3657,0.333,0.043,1.104,0.323,0.164,3.051,14.180,200,5,10,20
3658,0.341,0.044,0.960,0.336,0.135,3.645,10.979,200,5,10,10
3659,0.323,0.042,1.153,0.322,0.187,2.713,16.257,200,5,10,25
366,0.306,0.040,1.126,0.301,0.127,3.845,11.642,600,4,10,0
3660,0.330,0.043,1.010,0.325,0.138,3.638,11.641,200,5,10,15
3661,0.333,0.043,1.196,0.330,0.150,3.301,12.573,200,5,4,30
3662,0.363,0.046,1.009,0.354,0.142,3.339,10.984,200,5,4,5
3663,0.364,0.046,0.961,0.354,0.143,3.311,11.060,200,5,4,0
3664,0.346,0.044,1.038,0.339,0.160,2.987,13.126,200,5,4,20
3665,0.353,0.045,1.065,0.349,0.128,3.774,9.944,200,5,4,10
3666,0.340,0.044,1.064,0.333,0.144,3.406,11.897,200,5,4,25
3667,0.351,0.045,1.185,0.345,0.152,3.142,12.152,200,5,4,15
3668,0.334,0.043,1.161,0.332,0.154,3.202,12.831,200,5,3,30
3669,0.366,0.046,1.088,0.356,0.141,3.347,10.872,200,5,3,5
367,0.302,0.040,1.108,0.294,0.162,3.087,15.428,600,4,10,20
3670,0.364,0.046,0.972,0.356,0.151,3.102,11.698,200,5,3,0
3671,0.351,0.045,1.134,0.342,0.152,3.163,12.257,200,5,3,20
3672,0.359,0.046,1.114,0.350,0.137,3.493,10.649,200,5,3,10
3673,0.340,0.044,1.155,0.335,0.144,3.391,11.833,200,5,3,25
3674,0.355,0.045,1.196,0.347,0.155,3.054,12.367,200,5,3,15
3675,0.334,0.043,1.150,0.328,0.148,3.371,12.481,200,5,5,30
3676,0.360,0.046,1.078,0.352,0.140,3.386,10.905,200,5,5,5
3677,0.360,0.046,1.078,0.352,0.140,3.386,10.905,200,5,5,0
3678,0.342,0.044,1.244,0.339,0.170,2.821,13.939,200,5,5,20
3679,0.356,0.045,0.959,0.348,0.131,3.689,10.208,200,5,5,10
368,0.306,0.040,1.126,0.301,0.127,3.845,11.642,600,4,10,10
3680,0.335,0.043,1.195,0.329,0.142,3.454,11.937,200,5,5,25
3681,0.348,0.045,1.179,0.344,0.147,3.256,11.809,200,5,5,15
3682,0.343,0.044,1.225,0.337,0.143,3.443,11.657,200,5,1,30
3683,0.366,0.046,1.041,0.356,0.146,3.224,11.236,200,5,1,5
3684,0.366,0.046,1.020,0.358,0.152,3.091,11.645,200,5,1,0
3685,0.357,0.046,1.214,0.347,0.150,3.177,11.956,200,5,1,20
3686,0.356,0.045,1.014,0.353,0.136,3.492,10.535,200,5,1,10
3687,0.346,0.044,1.264,0.338,0.140,3.480,11.371,200,5,1,25
3688,0.359,0.046,1.068,0.352,0.146,3.266,11.365,200,5,1,15
3689,0.335,0.044,1.238,0.326,0.155,3.232,13.259,200,5,7,30
369,0.301,0.040,1.185,0.292,0.163,3.129,15.567,600,4,10,25
3690,0.353,0.045,1.063,0.348,0.142,3.358,11.203,200,5,7,5
3691,0.353,0.045,1.063,0.348,0.142,3.358,11.203,200,5,7,0
3692,0.338,0.044,1.271,0.332,0.165,2.941,13.805,200,5,7,20
3693,0.350,0.045,0.921,0.345,0.135,3.583,10.671,200,5,7,10
3694,0.344,0.044,1.301,0.325,0.143,3.489,12.105,200,5,7,25
3695,0.346,0.044,1.186,0.339,0.146,3.312,11.880,200,5,7,15
3696,0.320,0.042,1.231,0.320,0.198,2.564,17.406,200,5,9,30
3697,0.344,0.044,0.985,0.342,0.137,3.535,10.991,200,5,9,5
3698,0.344,0.044,0.985,0.342,0.137,3.535,10.991,200,5,9,0
3699,0.342,0.044,1.272,0.328,0.146,3.431,12.263,200,5,9,20
37,0.296,0.039,0.980,0.299,0.120,3.965,10.990,600,3,5,0
370,0.293,0.039,1.081,0.292,0.132,3.773,12.532,600,4,10,15
3700,0.347,0.045,0.970,0.339,0.135,3.624,10.859,200,5,9,10
3701,0.334,0.043,1.155,0.323,0.154,3.273,13.276,200,5,9,25
3702,0.340,0.044,1.086,0.330,0.146,3.367,12.251,200,5,9,15
3703,0.340,0.044,1.063,0.333,0.143,3.450,11.827,200,5,2,30
3704,0.362,0.046,1.059,0.354,0.146,3.232,11.291,200,5,2,5
3705,0.361,0.046,0.953,0.356,0.144,3.269,11.099,200,5,2,0
3706,0.348,0.045,1.123,0.342,0.147,3.271,11.803,200,5,2,20
3707,0.357,0.045,1.087,0.350,0.133,3.593,10.342,200,5,2,10
3708,0.343,0.044,1.208,0.336,0.140,3.488,11.432,200,5,2,25
3709,0.356,0.045,1.114,0.350,0.146,3.271,11.445,200,5,2,15
371,0.299,0.039,1.046,0.298,0.129,3.877,11.921,600,4,4,30
3710,0.296,0.039,1.113,0.292,0.214,2.323,20.739,200,8,8,30
3711,0.317,0.041,1.216,0.310,0.138,3.450,12.299,200,8,8,5
3712,0.317,0.041,1.216,0.310,0.138,3.450,12.299,200,8,8,0
3713,0.304,0.040,1.016,0.300,0.172,2.818,16.073,200,8,8,20
3714,0.314,0.041,1.026,0.309,0.138,3.466,12.356,200,8,8,10
3715,0.299,0.040,1.122,0.289,0.184,2.668,17.904,200,8,8,25
3716,0.304,0.040,1.013,0.304,0.155,3.114,14.190,200,8,8,15
3717,0.299,0.040,1.116,0.295,0.155,3.189,14.708,200,8,6,30
3718,0.324,0.042,1.125,0.319,0.136,3.493,11.684,200,8,6,5
3719,0.324,0.042,1.125,0.319,0.136,3.493,11.684,200,8,6,0
372,0.320,0.041,1.029,0.311,0.125,3.814,10.951,600,4,4,5
3720,0.311,0.041,1.103,0.308,0.166,2.893,15.004,200,8,6,20
3721,0.322,0.042,1.046,0.317,0.131,3.649,11.363,200,8,6,10
3722,0.301,0.040,0.998,0.296,0.138,3.564,12.926,200,8,6,25
3723,0.321,0.042,1.071,0.312,0.145,3.297,12.898,200,8,6,15
3724,0.292,0.039,1.076,0.283,0.205,2.496,20.493,200,8,10,30
3725,0.306,0.040,1.098,0.306,0.134,3.648,12.046,200,8,10,5
3726,0.306,0.040,1.098,0.306,0.134,3.648,12.046,200,8,10,0
3727,0.298,0.040,1.103,0.291,0.186,2.665,17.988,200,8,10,20
3728,0.306,0.040,1.098,0.306,0.134,3.648,12.046,200,8,10,10
3729,0.295,0.039,1.023,0.288,0.198,2.545,19.366,200,8,10,25
373,0.320,0.041,1.075,0.312,0.129,3.676,11.336,600,4,4,0
3730,0.298,0.039,0.921,0.295,0.143,3.466,13.485,200,8,10,15
3731,0.305,0.040,0.987,0.302,0.151,3.266,13.876,200,8,4,30
3732,0.332,0.043,1.184,0.324,0.137,3.455,11.590,200,8,4,5
3733,0.334,0.043,1.187,0.325,0.137,3.429,11.643,200,8,4,0
3734,0.318,0.041,1.240,0.310,0.161,2.956,14.495,200,8,4,20
3735,0.326,0.042,1.204,0.320,0.126,3.791,10.789,200,8,4,10
3736,0.312,0.041,0.998,0.305,0.144,3.382,13.101,200,8,4,25
3737,0.324,0.042,1.172,0.316,0.146,3.260,12.797,200,8,4,15
3738,0.304,0.040,1.022,0.303,0.158,3.100,14.504,200,8,3,30
3739,0.333,0.043,0.935,0.327,0.139,3.382,11.726,200,8,3,5
374,0.310,0.040,1.096,0.302,0.144,3.339,13.192,600,4,4,20
3740,0.336,0.043,1.055,0.328,0.139,3.374,11.717,200,8,3,0
3741,0.317,0.041,1.176,0.313,0.159,2.986,14.163,200,8,3,20
3742,0.332,0.043,1.066,0.323,0.132,3.596,11.230,200,8,3,10
3743,0.315,0.041,1.082,0.307,0.139,3.506,12.486,200,8,3,25
3744,0.325,0.042,1.177,0.318,0.150,3.158,13.080,200,8,3,15
3745,0.300,0.040,1.036,0.299,0.151,3.269,14.110,200,8,5,30
3746,0.331,0.042,1.145,0.322,0.134,3.540,11.413,200,8,5,5
3747,0.331,0.042,1.145,0.322,0.134,3.540,11.413,200,8,5,0
3748,0.315,0.041,1.060,0.310,0.165,2.903,14.823,200,8,5,20
3749,0.326,0.042,1.177,0.317,0.131,3.644,11.346,200,8,5,10
375,0.314,0.041,0.971,0.308,0.124,3.871,10.974,600,4,4,10
3750,0.307,0.040,1.108,0.300,0.144,3.387,13.357,200,8,5,25
3751,0.320,0.041,1.033,0.314,0.147,3.250,12.930,200,8,5,15
3752,0.317,0.041,1.199,0.309,0.144,3.402,12.897,200,8,1,30
3753,0.335,0.043,1.014,0.329,0.139,3.385,11.605,200,8,1,5
3754,0.335,0.043,0.953,0.329,0.140,3.338,11.742,200,8,1,0
3755,0.325,0.042,1.172,0.318,0.145,3.285,12.625,200,8,1,20
3756,0.334,0.043,1.002,0.326,0.137,3.459,11.530,200,8,1,10
3757,0.316,0.041,1.144,0.311,0.136,3.557,12.066,200,8,1,25
3758,0.328,0.042,1.146,0.323,0.142,3.339,12.096,200,8,1,15
3759,0.297,0.039,1.074,0.295,0.172,2.885,16.388,200,8,7,30
376,0.307,0.040,1.105,0.298,0.130,3.788,11.987,600,4,4,25
3760,0.320,0.041,1.170,0.316,0.143,3.305,12.522,200,8,7,5
3761,0.320,0.041,1.170,0.316,0.143,3.305,12.522,200,8,7,0
3762,0.311,0.041,0.948,0.304,0.164,2.938,15.068,200,8,7,20
3763,0.316,0.041,1.152,0.314,0.136,3.524,11.929,200,8,7,10
3764,0.299,0.039,0.948,0.294,0.153,3.213,14.504,200,8,7,25
3765,0.312,0.041,1.031,0.309,0.147,3.274,13.190,200,8,7,15
3766,0.291,0.039,1.069,0.286,0.206,2.445,20.420,200,8,9,30
3767,0.315,0.041,0.939,0.310,0.138,3.492,12.251,200,8,9,5
3768,0.315,0.041,0.939,0.310,0.138,3.492,12.251,200,8,9,0
3769,0.304,0.040,1.102,0.296,0.152,3.254,14.329,200,8,9,20
377,0.311,0.040,1.136,0.306,0.139,3.427,12.559,600,4,4,15
3770,0.308,0.040,1.043,0.309,0.139,3.473,12.425,200,8,9,10
3771,0.292,0.039,1.158,0.290,0.158,3.170,15.255,200,8,9,25
3772,0.298,0.039,0.983,0.299,0.150,3.244,14.008,200,8,9,15
3773,0.307,0.040,1.012,0.305,0.148,3.316,13.422,200,8,2,30
3774,0.332,0.043,1.073,0.327,0.142,3.314,11.943,200,8,2,5
3775,0.331,0.042,1.069,0.327,0.141,3.329,11.870,200,8,2,0
3776,0.318,0.041,1.114,0.314,0.147,3.238,12.986,200,8,2,20
3777,0.334,0.043,1.104,0.323,0.136,3.490,11.529,200,8,2,10
3778,0.310,0.040,1.069,0.308,0.142,3.418,12.729,200,8,2,25
3779,0.327,0.042,1.122,0.321,0.150,3.156,12.933,200,8,2,15
378,0.297,0.039,1.002,0.297,0.135,3.653,12.616,600,4,3,30
3780,0.304,0.040,1.231,0.301,0.222,2.234,20.938,200,7,8,30
3781,0.319,0.041,1.099,0.317,0.133,3.601,11.524,200,7,8,5
3782,0.319,0.041,1.099,0.317,0.133,3.601,11.524,200,7,8,0
3783,0.310,0.041,1.127,0.307,0.167,2.918,15.178,200,7,8,20
3784,0.325,0.042,1.221,0.316,0.133,3.609,11.619,200,7,8,10
3785,0.302,0.040,1.083,0.295,0.185,2.656,17.630,200,7,8,25
3786,0.312,0.041,1.219,0.310,0.151,3.201,13.547,200,7,8,15
3787,0.309,0.041,1.084,0.302,0.160,3.101,14.757,200,7,6,30
3788,0.344,0.044,1.303,0.328,0.133,3.576,11.113,200,7,6,5
3789,0.344,0.044,1.303,0.328,0.133,3.576,11.113,200,7,6,0
379,0.317,0.041,1.010,0.313,0.128,3.692,11.245,600,4,3,5
3790,0.320,0.042,1.218,0.314,0.164,2.926,14.580,200,7,6,20
3791,0.333,0.043,1.124,0.324,0.128,3.747,10.820,200,7,6,10
3792,0.303,0.040,0.973,0.302,0.136,3.635,12.425,200,7,6,25
3793,0.327,0.042,1.143,0.318,0.141,3.417,12.227,200,7,6,15
3794,0.295,0.040,1.095,0.293,0.204,2.515,19.627,200,7,10,30
3795,0.318,0.041,1.186,0.313,0.130,3.762,11.431,200,7,10,5
3796,0.318,0.041,1.186,0.313,0.130,3.762,11.431,200,7,10,0
3797,0.307,0.040,1.091,0.300,0.184,2.704,17.211,200,7,10,20
3798,0.318,0.041,1.186,0.313,0.130,3.762,11.431,200,7,10,10
3799,0.300,0.040,1.078,0.297,0.209,2.406,19.845,200,7,10,25
38,0.304,0.040,1.138,0.300,0.145,3.310,13.467,600,3,5,20
380,0.318,0.041,1.075,0.313,0.131,3.589,11.553,600,4,3,0
3800,0.306,0.040,0.931,0.302,0.142,3.506,13.023,200,7,10,15
3801,0.313,0.041,1.053,0.309,0.144,3.448,12.890,200,7,4,30
3802,0.341,0.044,1.153,0.332,0.132,3.597,10.882,200,7,4,5
3803,0.340,0.044,1.130,0.332,0.133,3.563,10.972,200,7,4,0
3804,0.319,0.041,1.165,0.315,0.155,3.078,13.707,200,7,4,20
3805,0.339,0.043,1.175,0.328,0.123,3.914,10.190,200,7,4,10
3806,0.313,0.041,1.027,0.309,0.140,3.483,12.538,200,7,4,25
3807,0.328,0.042,1.159,0.323,0.144,3.322,12.287,200,7,4,15
3808,0.318,0.041,1.069,0.310,0.153,3.211,13.708,200,7,3,30
3809,0.341,0.044,1.153,0.334,0.134,3.530,11.005,200,7,3,5
381,0.310,0.040,1.061,0.303,0.149,3.206,13.671,600,4,3,20
3810,0.341,0.044,1.086,0.335,0.135,3.502,11.050,200,7,3,0
3811,0.319,0.041,1.099,0.318,0.151,3.168,13.170,200,7,3,20
3812,0.340,0.044,1.069,0.331,0.131,3.626,10.870,200,7,3,10
3813,0.315,0.041,1.121,0.313,0.134,3.652,11.786,200,7,3,25
3814,0.335,0.043,1.059,0.326,0.149,3.190,12.616,200,7,3,15
3815,0.311,0.041,0.944,0.306,0.150,3.294,13.672,200,7,5,30
3816,0.341,0.044,1.180,0.330,0.132,3.609,10.926,200,7,5,5
3817,0.341,0.044,1.180,0.330,0.132,3.609,10.926,200,7,5,0
3818,0.323,0.042,1.177,0.316,0.159,3.004,14.055,200,7,5,20
3819,0.334,0.043,1.298,0.325,0.128,3.746,10.763,200,7,5,10
382,0.316,0.041,0.949,0.310,0.122,3.930,10.713,600,4,3,10
3820,0.305,0.040,1.067,0.305,0.139,3.535,12.584,200,7,5,25
3821,0.326,0.042,1.210,0.320,0.143,3.351,12.304,200,7,5,15
3822,0.317,0.041,1.131,0.314,0.139,3.527,12.248,200,7,1,30
3823,0.339,0.043,0.898,0.335,0.133,3.549,10.869,200,7,1,5
3824,0.343,0.044,0.991,0.336,0.134,3.519,10.916,200,7,1,0
3825,0.334,0.043,1.107,0.324,0.139,3.448,11.791,200,7,1,20
3826,0.337,0.043,0.936,0.333,0.132,3.584,10.896,200,7,1,10
3827,0.320,0.042,1.106,0.317,0.134,3.635,11.591,200,7,1,25
3828,0.339,0.043,0.948,0.333,0.140,3.396,11.568,200,7,1,15
3829,0.309,0.041,1.095,0.302,0.170,2.919,15.823,200,7,7,30
383,0.305,0.040,1.016,0.300,0.132,3.708,12.115,600,4,3,25
3830,0.333,0.043,1.035,0.324,0.140,3.403,11.865,200,7,7,5
3831,0.333,0.043,1.035,0.324,0.140,3.403,11.865,200,7,7,0
3832,0.314,0.041,1.192,0.311,0.163,2.967,14.595,200,7,7,20
3833,0.324,0.042,1.088,0.320,0.132,3.645,11.292,200,7,7,10
3834,0.306,0.040,0.859,0.302,0.146,3.372,13.493,200,7,7,25
3835,0.324,0.042,1.233,0.315,0.143,3.360,12.586,200,7,7,15
3836,0.299,0.040,1.107,0.295,0.211,2.393,20.200,200,7,9,30
3837,0.320,0.041,1.187,0.318,0.131,3.709,11.282,200,7,9,5
3838,0.320,0.041,1.187,0.318,0.131,3.709,11.282,200,7,9,0
3839,0.309,0.041,0.993,0.304,0.151,3.276,13.851,200,7,9,20
384,0.310,0.040,1.017,0.306,0.139,3.413,12.587,600,4,3,15
3840,0.311,0.040,1.145,0.315,0.129,3.765,11.263,200,7,9,10
3841,0.306,0.040,1.107,0.299,0.169,2.967,15.816,200,7,9,25
3842,0.309,0.040,1.133,0.306,0.150,3.246,13.695,200,7,9,15
3843,0.314,0.041,1.123,0.311,0.143,3.442,12.720,200,7,2,30
3844,0.338,0.043,0.978,0.334,0.135,3.488,11.116,200,7,2,5
3845,0.341,0.044,0.915,0.334,0.133,3.568,10.856,200,7,2,0
3846,0.325,0.042,1.073,0.321,0.142,3.380,12.194,200,7,2,20
3847,0.333,0.043,1.023,0.331,0.134,3.546,11.098,200,7,2,10
3848,0.314,0.041,1.128,0.315,0.136,3.566,11.959,200,7,2,25
3849,0.336,0.043,0.979,0.329,0.145,3.262,12.188,200,7,2,15
385,0.302,0.040,1.039,0.295,0.133,3.762,12.452,600,4,5,30
3850,0.346,0.045,1.161,0.337,0.157,3.239,12.929,200,4,8,30
3851,0.363,0.046,1.111,0.356,0.132,3.683,10.052,200,4,8,5
3852,0.363,0.046,1.111,0.356,0.132,3.683,10.052,200,4,8,0
3853,0.351,0.045,0.958,0.344,0.148,3.343,11.845,200,4,8,20
3854,0.358,0.046,1.019,0.352,0.125,3.916,9.633,200,4,8,10
3855,0.335,0.044,1.252,0.334,0.152,3.290,12.611,200,4,8,25
3856,0.353,0.045,0.844,0.348,0.132,3.761,10.308,200,4,8,15
3857,0.342,0.044,1.273,0.337,0.140,3.604,11.424,200,4,6,30
3858,0.374,0.047,1.257,0.361,0.149,3.175,11.350,200,4,6,5
3859,0.374,0.047,1.257,0.361,0.149,3.175,11.350,200,4,6,0
386,0.318,0.041,0.979,0.309,0.132,3.591,11.706,600,4,5,5
3860,0.358,0.046,1.174,0.348,0.155,3.123,12.334,200,4,6,20
3861,0.370,0.047,1.107,0.358,0.128,3.805,9.646,200,4,6,10
